Name,Nationality
Embolo,Switzerland
Eysseric,France
Salcedo,Mexico
Ranocchia,Italy
Unnerstall,Germany
Baumgartl,Germany
Bustos,Argentina
Jansson,Sweden
Vainqueur,France
Kverkvelia,Georgia
Blanco,Spain
Aguilar,Paraguay
Diedhiou,Senegal
Rafinha,Brazil
Limberský,Czech Republic
Cabral,Argentina
Guzmán,Netherlands
Terodde,Germany
Fernandes,Chile
Femenía,Spain
Recio,Spain
Samedov,Russia
Smith,England
Maurício,Brazil
Stephens,England
Lopes,Portugal
Belfodil,Algeria
Campbell,Costa Rica
Roca,Spain
Veljković,Serbia
Willems,Netherlands
Lennon,England
Forster,England
Caiçara,Brazil
Biraghi,Italy
Elustondo,Spain
Aníbão,Brazil
Romero,Paraguay
Reis,Brazil
Koziello,France
Cresswell,England
Berenguer,Spain
Davies,England
Kouyaté,Senegal
Kobayashi,Japan
Camarasa,Spain
Martin,France
Grealish,England
Pelkas,Greece
Montero,Ecuador
Forrest,Scotland
Varela,Cape Verde
Antenucci,Italy
Durmisi,Denmark
Schwegler,Switzerland
Hunt,Germany
Benítez,Spain
Tierney,Scotland
Jaume,Spain
Gigot,France
Brizuela,Mexico
Souquet,France
Delort,France
Zabaleta,Argentina
Trigo,Brazil
Gnagnon,France
Mosquera,Spain
Bebou,Togo
Morrison,England
Christodoulopoulos,Greece
McArthur,Scotland
Olsen,Sweden
Hoedt,Netherlands
Holding,England
Montero,Colombia
Sliti,Tunisia
Vázquez,Mexico
Ely,Brazil
Benítez,Argentina
Yazıcı,Turkey
Sankharé,Senegal
N'Diaye,Senegal
Bell,Germany
Linetty,Poland
Uduokhai,Germany
Samatta,Tanzania
Barragán,Spain
Hamouma,France
Skorupski,Poland
García,Spain
Szalai,Hungary
Navas,Spain
Koné,Burkina Faso
Brekalo,Croatia
Tardelli,Brazil
Hegazi,Egypt
Sels,Belgium
Gray,England
Pjaca,Croatia
Arambarri,Uruguay
Ćorić,Croatia
Selassie,Czech Republic
Nkunku,France
Topal,Turkey
Matos,Brazil
Kainz,Austria
Henrichs,Germany
Victildinho,Brazil
Praet,Belgium
Umar,Nigeria
Orozco,Mexico
Zhar,Morocco
Colley,Gambia
Aholou,Ivory Coast
Clichy,France
Sobrino,Spain
Iturbe,Paraguay
Soudani,Algeria
Bradley,United States
Labyad,Morocco
Mbokani,DR Congo
Mangani,France
Lunin,Ukraine
Insúa,Argentina
Domingo,Argentina
Yedlin,United States
González,Argentina
Kraft,Germany
Simon,Nigeria
Parrela,Brazil
Domínguez,Argentina
Dawson,England
Rusnák,Slovakia
Oliveira,Portugal
Gomis,Senegal
Tekin,Turkey
Tozé,Portugal
Ruidíaz,Peru
Hogg,England
Holtby,Germany
Djiku,France
Alonso,Cuba
Berge,Norway
Zambrano,Peru
Antonio,England
Clasie,Netherlands
Rico,Spain
Mossoró,Brazil
Donsah,Ghana
Felipe,Brazil
Fofana,Ivory Coast
Santos,Brazil
Svensson,Norway
Roco,Chile
Midtsjø,Norway
Francis,Spain
Ivi,Spain
Núñez,Spain
Lerager,Denmark
Blasis,Argentina
Zajc,Slovenia
Stanislas,England
Evangelista,Brazil
Stoch,Slovakia
Beek,Netherlands
Farinha,Brazil
Kozáčik,Slovakia
Sol,Spain
Otero,Venezuela
Maripán,Chile
Braithwaite,Denmark
Dilaver,Austria
Álvarez,Argentina
Masuaku,DR Congo
Rolando,Portugal
Rico,Spain
Tarasov,Russia
Alcalá,Spain
Patrick,Brazil
Refaelov,Israel
Gazinskiy,Russia
Palhinha,Portugal
Balenziaga,Spain
Petrović,Serbia
Ansarifard,Iran
Ninković,Serbia
Talavera,Mexico
Barrada,Morocco
Korb,Germany
Gutiérrez,Chile
Bongonda,Belgium
Donatinho,Brazil
Hernández,Spain
Balogun,Nigeria
Rog,Croatia
Dočkal,Czech Republic
Durmaz,Sweden
Kádár,Hungary
Andrada,Argentina
Steffen,United States
Lestienne,Belgium
Alustiza,Argentina
Mayoral,Spain
Bonera,Italy
Berjón,Spain
Beauvue,France
Danilo,Brazil
Hernández,Mexico
Hendrick,Republic of Ireland
Lopez,France
Hanin,France
Machís,Venezuela
Potuk,Turkey
Idris,Senegal
Cardozo,Argentina
López,Spain
Pandev,FYR Macedonia
Tavares,Cape Verde
Liénard,France
Pelé,France
Sepe,Italy
Bruma,Netherlands
Duarte,Costa Rica
Franco,Argentina
Olmo,Spain
Santo,Argentina
Jozabed,Spain
Carrillo,Argentina
Zeegelaar,Netherlands
Ferrari,Italy
Şahiner,Turkey
Traoré,Ivory Coast
Arslan,Germany
Araújo,Mexico
Armstrong,Scotland
Billiat,Zimbabwe
Cavaleiro,Portugal
Cabaco,Uruguay
Almeim,Brazil
Kameni,Cameroon
Costa,Portugal
Durm,Germany
Emerson,Italy
Haraguchi,Japan
Fuchs,Austria
Kalinski,Argentina
Rafael,Brazil
Frei,Switzerland
Risse,Germany
Cáceres,Paraguay
Bressan,Belarus
Lima,Brazil
Silvestre,Italy
Portillo,Spain
Rønnow,Denmark
Spolli,Argentina
Rajković,Serbia
Berić,Slovenia
Hernández,Colombia
Claudemir,Brazil
Jantschke,Germany
Schaub,Austria
Tschauner,Germany
Aníbal,Brazil
Feilhaber,United States
Grassi,Italy
Vikonis,Uruguay
Ntep,Cameroon
Vangioni,Argentina
Okazaki,Japan
Castro,Spain
Jallet,France
Pineda,Mexico
Mounier,France
Sandro,Brazil
Redmond,England
Gálvez,Spain
Song,Cameroon
Badu,Ghana
Agu,Nigeria
Jason,Spain
Cristóforo,Uruguay
Butelle,France
Bardinho,Brazil
Dummett,Wales
Villalba,Paraguay
Amian,France
Mirazar,Brazil
Hernández,Uruguay
Guevara,Brazil
Akhmedov,Uzbekistan
Naldo,Brazil
Ayoub,Morocco
Ring,Finland
Ndiaye,Senegal
Kaku,Paraguay
Edrada,Brazil
Ibargüen,Colombia
Iraizoz,Spain
Nikolić,Hungary
Kurtić,Slovenia
Wimmer,Austria
Mejía,Colombia
Barreca,Italy
Dias,Portugal
Locadia,Netherlands
Kryvtsov,Ukraine
Peralta,Mexico
Budescu,Romania
Raggi,Italy
Donk,Netherlands
Méndez,Spain
Silvestri,Italy
Saracchi,Uruguay
Congré,France
Fritzler,Argentina
Kolodziejczak,France
Nunson,Brazil
Vizeu,Brazil
Damm,Mexico
Guilherme,Brazil
Nkoudou,France
Robles,Spain
Zungu,South Africa
Cairinho,Brazil
Gouano,France
Domínguez,Paraguay
Falk,Denmark
Ramalho,Brazil
Schennikov,Russia
Morozyuk,Ukraine
der,Netherlands
Musa,Nigeria
Diaby,Mali
İnler,Switzerland
Cigarini,Italy
Urso,Brazil
Butko,Ukraine
Thomas,New Zealand
Jensen,Denmark
Burgui,Spain
Meret,Italy
Gonalons,France
Valdés,Chile
Marafona,Portugal
Karsdorp,Netherlands
Opara,United States
Laimer,Austria
Kamara,Norway
Gentiletti,Argentina
Dié,Ivory Coast
Westwood,England
Ciano,Italy
Conti,Italy
Bojan,Spain
Vargas,Colombia
Éder,Portugal
Benzia,Algeria
Hennessey,Wales
Thommy,Germany
Bustinza,Spain
Bernardo,Brazil
Cissé,Senegal
Oier,Spain
Gayle,England
Joelinton,Brazil
Pérez,Colombia
Jones,Australia
Drmić,Switzerland
Mount,England
McGregor,Scotland
Elabdellaoui,Norway
Steffen,Switzerland
Kanga,Gabon
Ananidze,Georgia
Ilsanker,Austria
Blake,Jamaica
Aldair,Brazil
Sessegnon,England
Jorginhson,Brazil
Carlitos,Spain
Nguyen,United States
Paschalakis,Greece
Fabrício,Brazil
Coco,France
Babacar,Senegal
Postigo,Spain
Sanches,Portugal
Caruzzo,Argentina
Konan,Ivory Coast
Mounié,Benin
Capelle,France
Davies,England
Dirar,Morocco
Toornstra,Netherlands
Paulinho,Brazil
Larsson,Sweden
Tau,South Africa
Kluivert,Netherlands
Ayala,Mexico
Silva,Portugal
Rolán,Uruguay
Klostermann,Germany
Rodríguez,Argentina
Locatelli,Italy
Caputo,Italy
Roa,Colombia
Keko,Spain
Khayati,Netherlands
Schär,Switzerland
Haidara,Mali
Rodríguez,Spain
Santos,Mexico
Bifouma,Congo
Rochelinhas,Brazil
Ostrzolek,Germany
Sandro,Spain
Deaux,France
Vuković,Serbia
Hansen,Denmark
Paciência,Portugal
Córdoba,Spain
Pekarík,Slovakia
Navarro,Spain
Hernández,Spain
Kashia,Georgia
Cássio,Brazil
Bamba,Ivory Coast
Kums,Belgium
Martins,Portugal
Suárez,Argentina
Mitrović,Serbia
Aogo,Germany
Engels,Belgium
Tait,France
Zagadou,France
Diamé,Senegal
Younes,Germany
Verstraete,Belgium
Akpoguma,Germany
Santamaria,France
Moretti,Italy
Behrens,Germany
Maignan,France
Karamoh,France
Ignatiev,Russia
Thomasson,France
Amartey,Ghana
Özcan,Austria
Donnarumma,Italy
Timor,Spain
McGregor,Scotland
Martínez,Colombia
Buyalskyi,Ukraine
Arter,Republic of Ireland
Mawson,England
Guilbert,France
Lemos,Uruguay
Sturaro,Italy
Duncan,Ghana
Marlon,Brazil
Isla,Chile
Maia,Brazil
Bennasser,Morocco
Toivonen,Sweden
Urretaviscaya,Uruguay
Ribeiro,Portugal
Tomović,Serbia
Roncaglia,Argentina
Botta,Argentina
Mandragora,Italy
Adomah,Ghana
Samassékou,Mali
Yoshida,Japan
Viergever,Netherlands
Amalfitano,France
Cataldi,Italy
Martín,Spain
Pinto,Portugal
Fernandinho,Brazil
Cueva,Peru
Gaćinović,Serbia
Shoji,Japan
Rigoni,Italy
Krmenčík,Czech Republic
Mevlja,Slovenia
Daniels,England
Stafylidis,Greece
Merino,Spain
Flint,England
Méndez,Spain
Merino,Spain
Missiroli,Italy
Serantes,Spain
Guzmán,Mexico
Biseswar,Netherlands
Mas,Argentina
Pinto,Portugal
Mané,Portugal
Valle,Spain
Zeca,Greece
Toselli,Chile
Bizot,Netherlands
Ayhan,Turkey
Ferreira,Portugal
Roux,France
Hernâni,Portugal
Çağıran,Turkey
Morgan,Jamaica
Alonso,Paraguay
Wakaso,Ghana
Traoré,Ivory Coast
Mvogo,Switzerland
Castro,Brazil
Fofana,Ivory Coast
Hurtado,Peru
Bocanegra,Colombia
Melero,Spain
Bastón,Spain
Murillo,Colombia
Onazi,Nigeria
Günter,Germany
Amadou,France
López,Spain
Iheanacho,Nigeria
Söyüncü,Turkey
Pearson,England
Niederlechner,Germany
Denswil,Netherlands
Rodríguez,Argentina
Guiñazú,Argentina
Hateboer,Netherlands
Fernández,Argentina
Blas,France
Sarr,France
Rico,Spain
Neuhaus,Germany
İnan,Turkey
Maggio,Italy
Mexer,Mozambique
Magnanelli,Italy
Figal,Argentina
Claesson,Sweden
Helander,Sweden
Gondorf,Germany
Ghezzal,Algeria
Adama,Spain
Duda,Slovakia
Bensebaini,Algeria
Depoitre,Belgium
Vlašić,Croatia
Rochina,Spain
Doherty,Republic of Ireland
Musonda,Belgium
Teixeira,Portugal
Ward,Republic of Ireland
Cardinale,France
Francis,England
Lafortiscinho,Brazil
Valdifiori,Italy
Pérez,Spain
Boyata,Belgium
Mendy,France
Arias,Argentina
Pedraza,Spain
Ricardo,Portugal
Tarantini,Portugal
Stöger,Austria
Mbemba,DR Congo
Limbombe,Belgium
McDonald,Scotland
Niasse,Senegal
Herrera,Argentina
Borré,Colombia
Zukanović,Bosnia Herzegovina
Elis,Honduras
Fernández,Chile
Rodríguez,Uruguay
Klose,Switzerland
Cornelius,Denmark
Hoon,Korea Republic
Larin,Canada
Tchê,Brazil
Leckie,Australia
Quiñones,Colombia
Fontàs,Spain
Vermeer,Netherlands
Surman,England
Höger,Germany
Dann,England
Cabral,Cape Verde
Cathcart,Northern Ireland
Zaldúa,Spain
Pelé,Guinea Bissau
Kelly,England
Bolasie,DR Congo
Zelarayán,Argentina
Fernandes,Switzerland
Glushakov,Russia
Sung,Korea Republic
Baiano,Brazil
Hurtado,Colombia
Mierzejewski,Poland
Janssen,Netherlands
Paredes,Chile
Alemán,Uruguay
Retsos,Greece
Hernández,Colombia
Corchia,France
Pardo,Spain
Goltz,Argentina
Türüç,Turkey
Mechele,Belgium
Lima,Brazil
Rodelin,France
Bobô,Brazil
Ciman,Belgium
Ba,Senegal
Medunjanin,Bosnia Herzegovina
Cañas,Spain
Osorio,Venezuela
Titi,Brazil
Gil,Spain
Lasne,France
Lekue,Spain
Silva,Uruguay
Groeneveld,Netherlands
Luyindama,DR Congo
Pirez,Argentina
Álvarez,Spain
Cornet,Ivory Coast
Schnatterer,Germany
Kharbin,Syria
Guardiola,Spain
Souček,Czech Republic
Ravet,France
Serero,South Africa
Douglas,Scotland
Johnstone,England
Medrán,Spain
Corona,Mexico
Fetfatzidis,Greece
Romero,Argentina
Jokič,Slovenia
Sinclair,England
Krejčí,Czech Republic
Orbán,Argentina
Hamdallah,Morocco
Tapia,Peru
Watkins,England
Diniz,Brazil
Arribas,Spain
Dabo,Burkina Faso
Lezcano,Argentina
Bebeto,Brazil
Sobiech,Germany
Guerrero,Spain
Boutaïb,Morocco
Hlatshwayo,South Africa
Krohn-Dehli,Denmark
Torró,Spain
Vossen,Belgium
Rodríguez,Mexico
Pasqual,Italy
Zubeldia,Spain
Costa,Brazil
Kolář,Czech Republic
Zaldivia,Argentina
Ghoddos,Iran
Bălută,Romania
Melia,United States
Gaudio,Italy
Milenković,Serbia
Demirel,Turkey
Cooper,Scotland
Sepa,Brazil
Morelos,Colombia
Chester,Wales
Sakho,Senegal
Velázquez,Uruguay
Waris,Ghana
Matavž,Slovenia
Khacheridi,Ukraine
Gerhardt,Germany
Laifis,Cyprus
Hoilett,Canada
Muscato,Brazil
Furch,Argentina
Fransérgio,Brazil
Gümüş,Germany
Anselmo,Brazil
Silva,Argentina
Manquillo,Spain
Candeias,Portugal
Rey,Argentina
Račić,Serbia
Sousa,Portugal
Ortíz,Argentina
Ademi,FYR Macedonia
Roberts,England
Ayala,Spain
Kempf,Germany
Khedira,Germany
Casco,Argentina
Milaçar,Brazil
Norwood,Northern Ireland
Träsch,Germany
Atsu,Ghana
Touré,Mali
Eduardo,Portugal
Andújar,Argentina
Olsson,Sweden
Krafth,Sweden
Jack,Scotland
Luongo,Australia
Jara,Argentina
Andreolli,Italy
Chahechouhe,Morocco
Kutepov,Russia
Pivarić,Croatia
Goldaniga,Italy
Fontoira,Brazil
Saric,Bosnia Herzegovina
Faraj,Saudi Arabia
Crisetig,Italy
Pritchard,England
Calvert-Lewin,England
Koopmeiners,Netherlands
Joselu,Spain
Svensson,Sweden
Praz,Brazil
Griffiths,Scotland
Katsande,Zimbabwe
Kırıntılı,Turkey
Crivelli,France
Jairo,Spain
Bazoer,Netherlands
Cunningham,Republic of Ireland
Berra,Scotland
Beck,Germany
Roofe,England
Imbula,France
Royer,Austria
Njie,Cameroon
Lawrence,Jamaica
Sánchez,Argentina
Benezet,France
Şahan,Turkey
Besler,United States
Falcinelli,Italy
Moore,England
Aguilar,Colombia
Raba,Spain
Poulain,France
Nagatomo,Japan
Fernández,Spain
Alberto,Spain
Obi,Nigeria
Hourihane,Republic of Ireland
Kuwas,Curacao
Caeiro,Brazil
Chará,Colombia
Mykhalyk,Ukraine
Bešić,Bosnia Herzegovina
Alexis,Spain
Puch,Chile
Perinho,Brazil
Coady,England
Estigarribia,Paraguay
Sviatchenko,Denmark
Ortiz,Paraguay
Goiteira,Brazil
Dimata,Belgium
Horta,Portugal
Melitinho,Brazil
Quaison,Sweden
Felipe,Brazil
Sippel,Germany
Nuytinck,Netherlands
Buffarini,Argentina
Wakaso,Ghana
Silva,Argentina
Castro,Portugal
Hedges,United States
Pereira,Portugal
Insua,Spain
Róber,Spain
Lodeiro,Brazil
Míchel,Spain
Maupay,France
Rodríguez,Uruguay
Mor,Turkey
Lato,Spain
Fernandão,Brazil
Martínez,Paraguay
Jun,Korea Republic
Maksimović,Serbia
Kembo-Ekoko,DR Congo
Anđelković,Slovenia
Katai,Serbia
Sonta,Brazil
Ioniţă,Moldova
Seoane,Spain
Pizarro,Peru
Ivo,Brazil
Sané,Senegal
Pérez,Spain
Kreilach,Croatia
Fosu-Mensah,Netherlands
Grandsir,France
Leer,Netherlands
Leite,Portugal
Davidson,Brazil
Vilà,Spain
Ciciretti,Italy
Jorge,Brazil
Didot,France
Nideiro,Brazil
Bereszyński,Poland
Hassan,Egypt
Zonta,Brazil
Fanni,France
Diamanti,Italy
Cardona,Colombia
Prcić,Bosnia Herzegovina
Caldeirinha,Brazil
Sainsbury,Australia
Ié,Portugal
Sousa,Brazil
Đuričić,Serbia
Boëtius,Netherlands
Mubele,DR Congo
Chávez,Argentina
Kovalenko,Ukraine
Kaboul,France
Meggiorini,Italy
Sagna,France
Kahraba,Egypt
Vaz,Brazil
Denho,Brazil
Renatinho,Brazil
Toljan,Germany
Sobrino,Brazil
M'Bia,Cameroon
Celanova,Brazil
Sosa,Uruguay
Gameira,Brazil
Lirola,Spain
Jajalo,Bosnia Herzegovina
Mukhtar,Germany
William,Brazil
Bong,Cameroon
Hult,Sweden
Geis,Germany
Cavallini,Canada
Verhaegh,Netherlands
Vidigal,Brazil
Jiménez,Spain
Vranješ,Bosnia Herzegovina
Bauer,Austria
Kayode,Nigeria
Nestorovski,FYR Macedonia
Castillo,Colombia
Varela,Portugal
Narsingh,Netherlands
Djidji,Ivory Coast
Robles,United States
Erokhin,Russia
Shinnie,Scotland
Rizzo,Italy
Konaté,France
Manga,Gabon
Córdoba,Colombia
Edvaldisco,Brazil
Sakai,Japan
González,Mexico
Rosales,Venezuela
Dueñas,Mexico
Préville,France
Figueiras,Portugal
Ghazi,Netherlands
Aguilar,Mexico
Dolly,South Africa
Mora,Chile
Barrientos,Argentina
Rodallega,Colombia
Epureanu,Moldova
Caraglio,Argentina
Lung,Romania
Maurício,Brazil
Boruc,Poland
Gordon,Scotland
Santander,Paraguay
Ramírez,Colombia
Cabrera,Uruguay
Valdez,Paraguay
Pozo,Spain
Gaspar,Portugal
Rigoni,Italy
Kahveci,Turkey
Couteira,Brazil
Walace,Brazil
Shawcross,England
Simão,Portugal
Rius,Argentina
Indi,Netherlands
Rosario,Netherlands
García,Spain
Abranches,Brazil
Gyan,Ghana
Simpson,England
Seferović,Switzerland
Sobhi,Egypt
Gazzaniga,Argentina
Mussis,Argentina
Masina,Italy
Błaszczykowski,Poland
Beausejour,Chile
Livermore,England
Kourmpelis,Greece
Formido,Brazil
Aidoo,Ghana
Melendo,Spain
Pieters,Netherlands
Luisinho,Portugal
Semenov,Russia
Ramalho,Spain
Rodrigues,Portugal
Piątek,Poland
Vlaar,Netherlands
Wolfswinkel,Netherlands
Sánchez,Spain
Ewerton,Brazil
Chumacero,Bolivia
Pacheco,Spain
Rodríguez,Argentina
Jahović,FYR Macedonia
Britos,Uruguay
Rits,Belgium
Deli,Ivory Coast
Traoré,Mali
Aguedar,Paraguay
Crespo,Spain
Rafael,Brazil
Bigas,Spain
Öztunalı,Germany
Jojić,Serbia
Bueno,Brazil
Til,Netherlands
Pussetto,Argentina
Ajeti,Switzerland
Araújo,Brazil
Besedin,Ukraine
Didillon,France
Arana,Brazil
Zainadine,Mozambique
Théophile-Catherine,France
Gianniotis,Greece
Saltor,Spain
Stendera,Germany
Kalu,Nigeria
Cala,Spain
Tavernier,England
McKennie,United States
Tesillo,Colombia
Mariappa,Jamaica
Morrison,England
Brenet,Netherlands
Dack,England
Kubo,Japan
Pukki,Finland
William,Brazil
Melgarejo,Paraguay
Jones,Trinidad & Tobago
Sosa,Argentina
Ekici,Turkey
Nyom,Cameroon
Konaté,Ivory Coast
Đorđević,Serbia
Room,Curacao
Usami,Japan
Lima,Portugal
Espinho,Portugal
Marković,Serbia
Barrera,Colombia
Mora,Uruguay
Lazović,Serbia
Burda,Ukraine
Tana,Spain
Miranchuk,Russia
Grabban,England
Koné,Ivory Coast
Hušbauer,Czech Republic
Soumaoro,France
Patric,Brazil
Diamanka,Senegal
Pulido,Mexico
Guedes,Brazil
N'Doye,Senegal
Johansen,Norway
Afellay,Netherlands
Anguissa,Cameroon
Lombaerts,Belgium
Chambers,England
Sangaré,Ivory Coast
Sulu,Turkey
Pucciarelli,Italy
Saïss,Morocco
Haberer,Germany
Dennis,Nigeria
Kana-Biyik,Cameroon
Barkas,Greece
Johnsson,Sweden
Floccari,Italy
Prödl,Austria
Laurini,France
Eschenko,Russia
Okaka,Italy
Kodjia,Ivory Coast
Oyongo,Cameroon
Bolat,Turkey
Mitriţă,Romania
Behich,Australia
Tannane,Morocco
Haroun,Belgium
Gosling,England
Santos,Portugal
Larsen,Denmark
Bastians,Germany
Ralls,England
Vilakazi,South Africa
Magela,Brazil
Navarro,Spain
Kamara,Sierra Leone
Dória,Brazil
Serdar,Germany
Tufan,Turkey
Rebocho,Portugal
Strinić,Croatia
Grytebust,Norway
Hahn,Netherlands
Adrianiscito,Brazil
Fernández,Argentina
Lozano,Honduras
Tisserand,DR Congo
Ruben,Argentina
Abraham,England
Neustädter,Russia
Bebé,Portugal
Vydra,Czech Republic
Leca,France
Carmona,Spain
Lema,Argentina
Dentinho,Brazil
Villafañez,Argentina
Brasanac,Serbia
Kljestan,United States
Morelo,Colombia
Diop,Senegal
Benavente,Peru
Valle,Colombia
Ibarra,Ecuador
Musso,Argentina
Padilhisco,Brazil
Forestieri,Italy
Bedoya,United States
Romao,Togo
Gladkyi,Ukraine
Hack,Germany
McCarty,United States
Adénon,Benin
Plata,Ecuador
Stephens,England
Ødegaard,Norway
Semedo,Portugal
Sequeira,Portugal
Chochev,Bulgaria
Gulde,Germany
César,Brazil
Jara,Argentina
Gabrìel,Brazil
Bakalorz,Germany
Rossi,Argentina
Moreno,Spain
Hadergjonaj,Switzerland
Kucher,Ukraine
Diouf,Senegal
Burdisso,Argentina
Misidjan,Netherlands
Correa,Colombia
Salin,France
Valverde,Uruguay
Etxeberría,Paraguay
Haps,Netherlands
Woo,Korea Republic
Gourcuff,France
Andradaldo,Brazil
Mpoku,DR Congo
Musto,Argentina
Vargas,Argentina
Baba,Ghana
Davis,Northern Ireland
Özbayraklı,Turkey
Oliveira,Brazil
Marchand,France
Régis,Brazil
Nacho,Spain
Gibson,England
Taylor,England
Kędziora,Poland
Saravia,Argentina
Drexler,Germany
Falette,Guinea
Etebo,Nigeria
Cerci,Italy
Rodríguez,Argentina
Hubník,Czech Republic
Andersen,Denmark
Beltrán,Spain
Viera,Paraguay
Zampedri,Argentina
Lindner,Austria
Miño,Argentina
Pavlović,Croatia
Koné,Ivory Coast
Ferri,France
Bassogog,Cameroon
Diagne,Senegal
Ibe,England
Fernandes,Portugal
Fulgini,France
Jensen,Denmark
Bjelland,Denmark
Fuenzalida,Chile
Juanfran,Spain
Kittel,Germany
Rosier,France
Waston,Costa Rica
Žulj,Austria
Grant,England
Jara,Chile
Lainer,Austria
Plano,Spain
Bella,Spain
Cohade,France
Morales,Chile
Arismendi,Uruguay
Stanciu,Romania
Ćaleta-Car,Croatia
Fer,Netherlands
Williams,Wales
Bryan,England
Costa,Portugal
Ailton,Brazil
Cota,Mexico
Margreitter,Austria
Rebrov,Russia
Djavan,Brazil
Chedjou,Cameroon
Luna,Spain
Ricca,Uruguay
Awaziem,Nigeria
Carrizo,Argentina
Ragusa,Italy
Wan-Bissaka,England
Biabiany,France
Mensah,Ghana
Padelli,Italy
Tošić,Serbia
Bauthéac,France
Silva,Portugal
Tameze,Cameroon
Manceau,France
Bardi,Italy
Advíncula,Peru
Gallardo,Mexico
Toxeto,Brazil
Camilo,Brazil
Schmid,France
Welthon,Brazil
Gómez,Spain
Muniesa,Spain
Saiz,Spain
Sorbon,France
Long,Republic of Ireland
Wuytens,Belgium
Araujo,Argentina
Martins,Portugal
March,England
Chafik,Morocco
Ajer,Norway
Grosicki,Poland
Bergantiños,Spain
Derdiyok,Switzerland
Braz,Brazil
Roef,Belgium
Lombán,Spain
Drobný,Czech Republic
Acquah,Ghana
Smith,England
Nuzzolo,Switzerland
Jung,Germany
Iturra,Chile
Molinero,Spain
Sá,Portugal
Pérez,Argentina
Cesar,Slovenia
Braghieri,Argentina
Álvarez,Argentina
Ponck,Cape Verde
Assalé,Ivory Coast
Miazga,United States
Bonatini,Brazil
Fernández,Argentina
Hutchinson,England
Rybalka,Ukraine
Acevedo,Argentina
Lucero,Argentina
Chakvetadze,Georgia
Fossum,Norway
Karavaev,Russia
Leibold,Germany
Arias,Chile
Huddlestone,England
Clayton,England
Nakamura,Japan
Koné,Ivory Coast
Vejinović,Netherlands
Crombrugge,Belgium
Russ,Germany
Mendes,Brazil
Sánchez,Spain
Pavez,Chile
Kovács,Hungary
Petrolina,Brazil
Seleznyov,Ukraine
Löwe,Germany
Cantillo,Colombia
Ward,England
Skrzybski,Germany
Oliveira,Brazil
Milla,Spain
Ba,Senegal
Abra,Brazil
Bergen,Switzerland
Armenteros,Sweden
Öztekin,Turkey
Molina,Mexico
Gikiewicz,Poland
Silva,Uruguay
Hoolahan,Republic of Ireland
Cabral,Brazil
Gómez,Argentina
Galo,Brazil
Fredericks,England
Ishak,Sweden
Gießelmann,Germany
Couprins,Brazil
Kudryashov,Russia
Zoller,Germany
Brooks,Wales
Hawsawi,Saudi Arabia
Bolaños,Ecuador
Juste,Netherlands
Aurélio,Portugal
Marié,France
Benzar,Romania
Sertic,France
Philippoteaux,France
Gerson,Brazil
Assombalonga,DR Congo
Šural,Czech Republic
Gerso,Guinea Bissau
Urruti,Argentina
Ciofani,Italy
Etxeita,Spain
Ayling,England
Saief,United States
Thioub,France
Bronn,Tunisia
Basanta,Argentina
Farías,Brazil
Rodríguez,Mexico
Paneira,Brazil
Cifuentes,Spain
Bartley,England
Monnet-Paquet,France
Cameron,United States
Yabo,Germany
Najar,Honduras
Ramselaar,Netherlands
Ciğerci,Turkey
Pérez,Argentina
Mattiello,Italy
Forren,Norway
Diedhiou,Senegal
Darlow,England
Novák,Czech Republic
Martinez,France
Santos,Uruguay
Kopic,Czech Republic
Abed,Saudi Arabia
Keşerü,Romania
Torres,Spain
Kapino,Greece
Opazo,Chile
Geraldes,Portugal
Piresinho,Brazil
Schlupp,Ghana
Cardenha,Brazil
Lozano,Uruguay
Hrošovský,Slovakia
Silva,Brazil
Sorg,Germany
Johnsen,Norway
Yanga-Mbiwa,France
Britos,Uruguay
Hennings,Germany
Bamba,France
Rodrigues,Portugal
Audero,Italy
Maier,Germany
Tissone,Argentina
Dituro,Argentina
Bia,Belgium
Alıcı,Turkey
Bussmann,France
Buchtmann,Germany
Hussien,Syria
Poblete,Argentina
Niakhaté,France
Minamino,Japan
Benedetti,Colombia
Sanogo,France
Álvarez,Mexico
Sunzu,Zambia
Kanazaki,Japan
Paulinho,Portugal
Bustamante,Argentina
Schelotto,Italy
Miquel,Spain
Gallar,Spain
Sá,Portugal
Ince,England
Rodríguez,Spain
Baal,France
Élton,Brazil
Ounas,Algeria
Afful,Ghana
Clemens,Germany
Amorebieta,Venezuela
O'Connell,England
Dionisi,Italy
Harbaoui,Tunisia
Nervo,Argentina
Djourou,Switzerland
Karlsson,Sweden
Rangel,Colombia
Pérez,Colombia
Manríquez,Chile
González,Spain
Valpaços,Brazil
Koundé,France
Xhaka,Albania
Mena,Chile
Janssen,Netherlands
Armeira,Brazil
Demiral,Turkey
Vera,Uruguay
Kamiński,Poland
Cárdenas,Colombia
Phillips,England
Rensing,Germany
Mokhtar,Morocco
Dejaegere,Belgium
Orsolini,Italy
Jong,Netherlands
Riedewald,Netherlands
Yacob,Argentina
Junling,China PR
Veloso,Portugal
Zuculini,Argentina
Moreira,Paraguay
Hamid,United States
Qazaishvili,Georgia
Toledo,Argentina
Barreto,Paraguay
Bungert,Germany
Montes,Mexico
Poulsen,Denmark
